INSEE;NOM;NOM_COUV;COM/EPCI;POP;STRATE;X;Y;NOM2;CP
200000172;CC Faucigny-Glières;CC Faucigny-Glières;EPCI;27218;4;722947;5795581.317;CC Faucigny-Glières;
200000438;CC Pontchâteau SGB;CC du Pays de Pontchâteau St-Gildas-des-Bois;EPCI;35917;4;-239734;6008352.589;CC du Pays de Pontchâteau St-Gildas-des-Bois;
200000545;CC des Ptes de Romilly sur S.;CC des Portes de Romilly sur Seine;EPCI;18739;4;404764;6193574.642;CC des Portes de Romilly sur Seine;
200000628;CC Rhône Lez Provence;CC Rhône Lez Provence;EPCI;24224;4;520958;5513018.626;CC Rhône Lez Provence;
200000800;CC Coeur de Sologne;CC Coeur de Sologne;EPCI;10437;4;214071;6042851.951;CC Coeur de Sologne;
200000925;CC de la Plaine Dijonnaise;CC de la Plaine Dijonnaise;EPCI;22009;4;585645;5981013.006;CC de la Plaine Dijonnaise;
200000933;CC Sauldre et Sologne;CC Sauldre et Sologne;EPCI;14511;4;259491;6034452.886;CC Sauldre et Sologne;
200004802;CC du Pays de Fayence;CC du Pays de Fayence;EPCI;28550;4;743448;5405330.38;CC du Pays de Fayence;
200005932;CC des Portes de Sologne;CC des Portes de Sologne;EPCI;15489;4;214519;6059106.778;CC des Portes de Sologne;
200005957;CC de la Rég. de Rambervillers;CC de la Région de Rambervillers;EPCI;12958;4;726707;6174695.525;CC de la Région de Rambervillers;
200006682;CA Beaune Côte et Sud;CA Beaune. Côte et Sud-Communauté Beaune-Chagny-Nolay;EPCI;50678;5;534700;5955232.072;CA Beaune. Côte et Sud-Communauté Beaune-Chagny-Nolay;
200006716;CC du Nogentais;CC du Nogentais;EPCI;16712;4;382694;6171097.259;CC du Nogentais;
200006930;CC du Haut Allier;CC du Haut Allier;EPCI;5170;3;417800;5578013.543;CC du Haut Allier;
200006971;CC du Perche;CC du Perche;EPCI;18056;4;100066;6162745.558;CC du Perche;
200007052;CC de la Marche Berrichonne;CC de la Marche Berrichonne;EPCI;5571;3;215635;5855844.652;CC de la Marche Berrichonne;
200007177;CC Pays de Nérondes;CC Pays de Nérondes;EPCI;4764;3;304072;5922847.582;CC Pays de Nérondes;
200010650;CA du Grand Dole;CA du Grand Dole;EPCI;54514;5;606859;5965843.667;CA du Grand Dole;
200010700;CA Caux Seine Agglo;CA Caux Seine Agglo;EPCI;77889;5;57192;6368701.274;CA Caux Seine Agglo;
200011773;CA Annemasse;CA Annemasse-Les Voirons-Agglomération;EPCI;92176;6;696986;5813249.522;CA Annemasse-Les Voirons-Agglomération;
200011781;CC Ptes du Berry entre L. et VdA;CC Portes du Berry entre Loire et Val d'Aubois;EPCI;9511;3;334329;5949439.598;CC Portes du Berry entre Loire et Val d'Aubois;
200013050;CC Sauer-Pechelbronn;CC Sauer-Pechelbronn;EPCI;17394;4;865404;6267962.128;CC Sauer-Pechelbronn;
200015162;CC de l'Oriente;CC de l'Oriente;EPCI;6032;3;1058643;5193658.718;CC de l'Oriente;
200016905;CC du Pays de Lamastre;CC du Pays de Lamastre;EPCI;6695;3;506068;5626957.961;CC du Pays de Lamastre;
200017341;CC Lodévois et Larzac;CC Lodévois et Larzac;EPCI;14792;4;368939;5440583.296;CC Lodévois et Larzac;
200017846;CA Etampois Sud Essonne;CA Etampois Sud Essonne;EPCI;55281;5;232392;6180501.116;CA Etampois Sud Essonne;
200018083;CC de Desvres-Samer;CC de Desvres-Samer;EPCI;23289;4;210326;6567695.767;CC de Desvres-Samer;
200018166;CC Le Grésivaudan;CC Le Grésivaudan;EPCI;102259;7;663344;5670654.693;CC Le Grésivaudan;
200018406;CC du Romorantinais et du M.;CC du Romorantinais et du Monestois;EPCI;33817;4;185944;5989456.819;CC du Romorantinais et du Monestois;
200018521;CC du Val de Bouzanne;CC du Val de Bouzanne;EPCI;5979;3;202282;5884446.048;CC du Val de Bouzanne;
200018653;CA CAP Excellence;CA CAP Excellence;EPCI;97762;6;-502543;5165767.783;CA CAP Excellence;
200022986;CC du Grand Pic Saint-Loup;CC du Grand Pic Saint-Loup;EPCI;50490;5;424851;5438555.535;CC du Grand Pic Saint-Loup;
200023075;CC du Pays de Maîche;CC du Pays de Maîche;EPCI;18672;4;771572;5997835.236;CC du Pays de Maîche;
200023125;CC Les Ptes Briardes Entre VF;CC Les Portes Briardes Entre Villes et Forêts;EPCI;45988;4;298362;6234901.523;CC Les Portes Briardes Entre Villes et Forêts;
200023240;CC Pays de Nemours;CC Pays de Nemours;EPCI;29469;4;296770;6151026.471;CC Pays de Nemours;
200023299;CC Coeur de Tarentaise;CC Coeur de Tarentaise;EPCI;9094;3;735198;5701069.447;CC Coeur de Tarentaise;
200023307;CA du Grand Villeneuvois;CA du Grand Villeneuvois;EPCI;47561;4;74589;5529169.758;CA du Grand Villeneuvois;
200023372;CC Vallée de Chamonix-Mt-Blc;CC de la Vallée de Chamonix-Mont-Blanc;EPCI;13296;4;770780;5769353.163;CC de la Vallée de Chamonix-Mont-Blanc;
200023414;Métropole Rouen Normandie;Métropole Rouen Normandie;EPCI;496629;7;111029;6321879.886;Métropole Rouen Normandie;
200023620;CC de la Gascogne Toulousaine;CC de la Gascogne Toulousaine;EPCI;22505;4;109528;5398256.868;CC de la Gascogne Toulousaine;
200023737;CA du Grand Cahors;CA du Grand Cahors;EPCI;42142;4;156766;5550629.018;CA du Grand Cahors;
200023778;CC du Pays de St Gilles-CdV;CC du Pays de St Gilles-Croix-de-Vie;EPCI;51560;5;-203204;5888508.282;CC du Pays de St Gilles-Croix-de-Vie;
200023794;CC de Blaye;CC de Blaye;EPCI;20151;4;-74552;5641644.526;CC de Blaye;
200023919;CC Gâtinais Val de Loing;CC Gâtinais Val de Loing;EPCI;18546;4;326001;6141038.733;CC Gâtinais Val de Loing;
200026573;CC Haut-Jura Saint-Claude;CC Haut-Jura Saint-Claude;EPCI;19793;4;668924;5843304.57;CC Haut-Jura Saint-Claude;
200027027;CC Arc Sud Bretagne;CC Arc Sud Bretagne;EPCI;28448;4;-287847;6027757.705;CC Arc Sud Bretagne;
200027076;CC Arnon Boischaut Cher;CC Arnon Boischaut Cher;EPCI;8012;3;255502;5929174.494;CC Arnon Boischaut Cher;
200027100;CC Méd Pte des Maures;CC Méditerranée Porte des Maures;EPCI;45871;4;687883;5347745.17;CC Méditerranée Porte des Maures;
200027183;CU Perpignan Méd Métro;CU Perpignan Méditerranée Métropole;EPCI;270610;7;334164;5280704.759;CU Perpignan Méditerranée Métropole;
200027217;CC Sarlat-Périgord Noir;CC Sarlat-Périgord Noir;EPCI;16106;4;133595;5614533.753;CC Sarlat-Périgord Noir;
200027308;CC d'Auberive Vingeanne et M.;CC d'Auberive Vingeanne et Montsaugeonnais;EPCI;8178;3;592854;6063541.668;CC d'Auberive Vingeanne et Montsaugeonnais;
200027548;CC des Savanes;CC des Savanes;EPCI;29633;4;-160527;5209854.942;CC des Savanes;
200029734;CC des 4B Sud Charente;CC des 4B Sud Charente;EPCI;19926;4;1248;5680129.187;CC des 4B Sud Charente;
200029999;CC Rives de l'Ain-Pays du C.;CC Rives de l'Ain-Pays du Cerdon;EPCI;14664;4;607528;5799969.591;CC Rives de l'Ain-Pays du Cerdon;
200030195;Métropole Nice Côte d'Azur;Métropole Nice Côte d'Azur;EPCI;553305;7;820651;5464768.672;Métropole Nice Côte d'Azur;
200030385;CA de Blois ''Agglopolys'';CA de Blois ''Agglopolys'';EPCI;106117;7;122631;6034876.71;CA de Blois ''Agglopolys'';
200030435;CC d'Aire-sur-l'Adour;CC d'Aire-sur-l'Adour;EPCI;12850;4;-46588;5416057.013;CC d'Aire-sur-l'Adour;
200030526;CC du Ried de Marckolsheim;CC du Ried de Marckolsheim;EPCI;20425;4;836085;6140860.559;CC du Ried de Marckolsheim;
200030633;CA du Caudrésis et du Catésis;CA du Caudrésis et du Catésis;EPCI;63789;5;385903;6452821.505;CA du Caudrésis et du Catésis;
200030658;CC du Trièves;CC du Trièves;EPCI;10178;4;632192;5598492.289;CC du Trièves;
200030674;CA Val de Garonne Agglo;CA Val de Garonne Agglomération;EPCI;60159;5;32524;5537095.415;CA Val de Garonne Agglomération;
200032514;CC Berry-Loire-Vauvise;CC Berry-Loire-Vauvise;EPCI;5435;3;326720;5970415.04;CC Berry-Loire-Vauvise;
200033025;CA de Bar-le-Duc-Sud Meuse;CA de Bar-le-Duc-Sud Meuse;EPCI;33980;4;600493;6211767.637;CA de Bar-le-Duc-Sud Meuse;
200033090;CC Plaines et Monts de France;CC Plaines et Monts de France;EPCI;25413;4;309249;6278290.095;CC Plaines et Monts de France;
200033116;CC Cluses-Arve et Montagnes;CC Cluses-Arve et Montagnes;EPCI;46553;4;726120;5788721.319;CC Cluses-Arve et Montagnes;
200033173;CC de la Haute Vallée de C.;CC de la Haute Vallée de Chevreuse;EPCI;24989;4;226801;6225308.4;CC de la Haute Vallée de Chevreuse;
200033181;CA Chartres Métropole;CA Chartres Métropole;EPCI;136800;7;161302;6170699.96;CA Chartres Métropole;
200033298;CC des Coëvrons;CC des Coëvrons;EPCI;27182;4;-50042;6140265.004;CC des Coëvrons;
200033579;CU d'Arras;CU d'Arras;EPCI;109592;7;307310;6490202.444;CU d'Arras;
200033827;CC de Fium'Orbu Castellu;CC de Fium'Orbu Castellu;EPCI;13130;4;1037582;5142982.081;CC de Fium'Orbu Castellu;
200033868;CC des Ballons des Htes-Vosges;CC des Ballons des Hautes-Vosges;EPCI;14877;4;763084;6081374.192;CC des Ballons des Hautes-Vosges;
200034023;CC Tarn-Agout;CC Tarn-Agout;EPCI;29450;4;190450;5409325.915;CC Tarn-Agout;
200034031;CC des Monts d'Alban et du V.;CC des Monts d'Alban et du Villefranchois;EPCI;6417;3;258591;5448750.243;CC des Monts d'Alban et du Villefranchois;
200034049;CC Centre Tarn;CC Centre Tarn;EPCI;11173;4;235270;5432740.561;CC Centre Tarn;
200034056;CC du Lautrécois et du Pays d'A.;CC du Lautrécois et du Pays d'Agout;EPCI;14317;4;214325;5410818.583;CC du Lautrécois et du Pays d'Agout;
200034064;CC du Cordais et du Causse (4 C);CC du Cordais et du Causse (4 C);EPCI;5236;3;215210;5481725.038;CC du Cordais et du Causse (4 C);
200034098;CC des Montagnes du Giffre;CC des Montagnes du Giffre;EPCI;12126;4;738506;5794713.251;CC des Montagnes du Giffre;
200034130;CC Gally Mauldre;CC Gally Mauldre;EPCI;22184;4;210432;6258394.602;CC Gally Mauldre;
200034197;CC de Montaigne M. et G.;CC de Montaigne Montravel et Gurson;EPCI;11946;4;1871;5598363.148;CC de Montaigne Montravel et Gurson;
200034205;CC de la Costa Verde;CC de la Costa Verde;EPCI;10748;4;1058361;5223776.005;CC de la Costa Verde;
200034270;CC du Pays de Barr;CC du Pays de Barr;EPCI;24119;4;824567;6168568.632;CC du Pays de Barr;
200034379;CC Pays d'Uzès;CC Pays d'Uzès;EPCI;29036;4;499212;5472096.694;CC Pays d'Uzès;
200034411;CC du Piémont Cévenol;CC du Piémont Cévenol;EPCI;22136;4;434808;5455916.298;CC du Piémont Cévenol;
200034601;CC Causses Aigoual Cévennes;CC Causses Aigoual Cévennes;EPCI;5313;3;426168;5481857.241;CC Causses Aigoual Cévennes;
200034635;CC du Kochersberg;CC du Kochersberg;EPCI;26538;4;843681;6214086.01;CC du Kochersberg;
200034692;CA du Gard Rhodanien;CA du Gard Rhodanien;EPCI;74755;5;508504;5509366.751;CA du Gard Rhodanien;
200034700;Durance-Lubéron-Verdon Agglo;CA Durance-Lubéron-Verdon Agglomération;EPCI;63316;5;684485;5437873.03;CA Durance-Lubéron-Verdon Agglomération;
200034718;CC de Vitry. Champagne et Der;CC de Vitry. Champagne et Der;EPCI;23654;4;501868;6220664.495;CC de Vitry. Champagne et Der;
200034726;CC Bastides de Lomagne;CC Bastides de Lomagne;EPCI;11285;4;110495;5416387.565;CC Bastides de Lomagne;
200034825;CA du Grand Guéret;CA du Grand Guéret;EPCI;28427;4;213402;5796448.917;CA du Grand Guéret;
200034833;CC des Bastides Dordogne-P.;CC des Bastides Dordogne-Périgord;EPCI;18625;4;75356;5610778.599;CC des Bastides Dordogne-Périgord;
200034874;CC Côtes de Meuse Woëvre;CC Côtes de Meuse Woëvre;EPCI;5983;3;640645;6264509.533;CC Côtes de Meuse Woëvre;
200034882;CC Pays du Mont-Blanc;CC Pays du Mont-Blanc;EPCI;45436;4;741705;5765451.71;CC Pays du Mont-Blanc;
200034957;CC du Frontonnais;CC du Frontonnais;EPCI;27716;4;151614;5433693.999;CC du Frontonnais;
200035087;CA Terre de Provence;CA Terre de Provence;EPCI;59920;5;545408;5443623.382;CA Terre de Provence;
200035103;CC de la Vallée de la Hte Sarthe;CC de la Vallée de la Haute Sarthe;EPCI;7500;3;42785;6204090.198;CC de la Vallée de la Haute Sarthe;
200035111;CC des Sources de l'Orne;CC des Sources de l'Orne;EPCI;11919;4;10966;6200236.902;CC des Sources de l'Orne;
200035129;CC de Cèze Cévennes;CC de Cèze Cévennes;EPCI;19191;4;467379;5509295.269;CC de Cèze Cévennes;
200035137;CC Marche Occitane-Val d'A.;CC Marche Occitane-Val d'Anglin;EPCI;6563;3;123196;5873535.272;CC Marche Occitane-Val d'Anglin;
200035202;CC Charlieu-Belmont;CC Charlieu-Belmont;EPCI;23513;4;490842;5806144.956;CC Charlieu-Belmont;
200035319;CAVEM;CA Var Esterel Méditerranée (CAVEM);EPCI;116830;7;752937;5384098.728;CA Var Esterel Méditerranée (CAVEM);
200035327;CC Cazals-Salviac;CC Cazals-Salviac;EPCI;5372;3;130625;5552331.603;CC Cazals-Salviac;
200035442;CC du Sud-Artois;CC du Sud-Artois;EPCI;27142;4;317460;6478127.23;CC du Sud-Artois;
200035533;CC du Grand Saint Emilionnais;CC du Grand Saint Emilionnais;EPCI;14314;4;-13544;5601718.794;CC du Grand Saint Emilionnais;
200035541;CC des Landes d'Armagnac;CC des Landes d'Armagnac;EPCI;10782;4;4315;5479112.338;CC des Landes d'Armagnac;
200035632;CC Armagnac Adour;CC Armagnac Adour;EPCI;6685;3;-18289;5408103.514;CC Armagnac Adour;
200035707;CC Piège Lauragais Malepère;CC Piège Lauragais Malepère;EPCI;16042;4;235307;5339203.322;CC Piège Lauragais Malepère;
200035715;CA Carcassonne Agglo;CA Carcassonne Agglo;EPCI;113933;7;273822;5343289.121;CA Carcassonne Agglo;
200035723;CC Ventoux Sud;CC Ventoux Sud;EPCI;9538;3;584781;5467441.213;CC Ventoux Sud;
200035731;Roannais Agglomération;Roannais Agglomération;EPCI;100914;7;449144;5787309.431;Roannais Agglomération;
200035756;CC Astarac Arros en Gascogne;CC Astarac Arros en Gascogne;EPCI;7176;3;46946;5372956.472;CC Astarac Arros en Gascogne;
200035764;CC de la Beauce Loirétaine;CC de la Beauce Loirétaine;EPCI;16905;4;215055;6128920;CC de la Beauce Loirétaine;
200035772;CC du Pays du Saintois;CC du Pays du Saintois;EPCI;14259;4;696251;6190327.289;CC du Pays du Saintois;
200035814;CA Flers Agglo;CA Flers Agglo;EPCI;53227;5;-46899;6209327.511;CA Flers Agglo;
200035848;CC du Châtillonnais en Berry;CC du Châtillonnais en Berry;EPCI;5656;3;121693;5941580.764;CC du Châtillonnais en Berry;
200035855;CC Castelnaudary Lauragais A.;CC Castelnaudary Lauragais Audois;EPCI;27723;4;208789;5351942.835;CC Castelnaudary Lauragais Audois;
200035863;CC Région Lézignanaise. C. et M.;CC Région Lézignanaise. Corbières et Minervois;EPCI;33259;4;307468;5343084.932;CC Région Lézignanaise. Corbières et Minervois;
200035970;CC Vexin Centre;CC Vexin Centre;EPCI;24861;4;217949;6296809.58;CC Vexin Centre;
200036069;CC du Pays de Mortagne au P.;CC du Pays de Mortagne au Perche;EPCI;13525;4;52038;6205238.14;CC du Pays de Mortagne au Perche;
200036077;CC du Golfe de Saint-Tropez;CC du Golfe de Saint-Tropez;EPCI;57844;5;733129;5348515.164;CC du Golfe de Saint-Tropez;
200036135;CC Coeur de France;CC Coeur de France;EPCI;18224;4;301495;5904125.602;CC Coeur de France;
200036150;CC des Hauts du Val de Saône;CC des Hauts du Val de Saône;EPCI;8393;3;648071;6064151.571;CC des Hauts du Val de Saône;
200036465;CC de Thann-Cernay;CC de Thann-Cernay;EPCI;37472;4;799175;6072775.88;CC de Thann-Cernay;
200036473;CA de Saintes;CA de Saintes;EPCI;60447;5;-64328;5749606.443;CA de Saintes;
200036499;CC de Marana-Golo;CC de Marana-Golo;EPCI;24425;4;1052792;5247354.554;CC de Marana-Golo;
200036523;CC des Bastides en HAP;CC des Bastides en Haut Agenais Périgord;EPCI;16988;4;63869;5555962.004;CC des Bastides en Haut Agenais Périgord;
200036549;CC Val de Gray;CC Val de Gray;EPCI;20372;4;621892;6004009.093;CC Val de Gray;
200037059;CC de la Haute Somme;CC de la Haute Somme (Combles-Péronne-Roisel);EPCI;26767;4;339733;6445577.867;CC de la Haute Somme (Combles-Péronne-Roisel);
200037133;CC du Provinois;CC du Provinois;EPCI;34631;4;355012;6209510.736;CC du Provinois;
200038958;CC de la Pieve de l'Ornano;CC de la Pieve de l'Ornano et du Taravo;EPCI;13117;4;988265;5140130.358;CC de la Pieve de l'Ornano et du Taravo;
200038990;CC de Saint-Méen Montauban;CC de Saint-Méen Montauban;EPCI;26808;4;-220768;6153767.836;CC de Saint-Méen Montauban;
200039022;CA Vitré Communauté;CA Vitré Communauté;EPCI;82158;6;-126731;6114914.42;CA Vitré Communauté;
200039055;CC Ouche et Montagne;CC Ouche et Montagne;EPCI;10995;4;526461;5989593.132;CC Ouche et Montagne;
200039063;CC Forêts. Seine et Suzon;CC Forêts. Seine et Suzon;EPCI;7066;3;538483;6027421.724;CC Forêts. Seine et Suzon;
200039204;CC de Lacq-Orthez;CC de Lacq-Orthez;EPCI;52674;5;-63386;5369112.756;CC de Lacq-Orthez;
200039519;CC du Quercy Blanc;CC du Quercy Blanc;EPCI;7740;3;149135;5519515.301;CC du Quercy Blanc;
200039642;CC Le Tonnerrois en Bourgogne;CC Le Tonnerrois en Bourgogne;EPCI;15332;4;474700;6075587.094;CC Le Tonnerrois en Bourgogne;
200039709;CC du Serein;CC du Serein;EPCI;7110;3;461125;6034803.535;CC du Serein;
200039758;CC Avallon. Vézelay. Morvan;CC Avallon. Vézelay. Morvan;EPCI;18503;4;418801;6029665.73;CC Avallon. Vézelay. Morvan;
200039808;CC des Gorges de l'Ardèche;CC des Gorges de l'Ardèche;EPCI;15460;4;483563;5521247.193;CC des Gorges de l'Ardèche;
200039824;CC Ardèche des Sources et Volcans;CC Ardèche des Sources et Volcans;EPCI;9742;3;474223;5570817.07;CC Ardèche des Sources et Volcans;
200039832;CC Pays des Vans en Cévennes;CC Pays des Vans en Cévennes;EPCI;9397;3;462097;5521522.864;CC Pays des Vans en Cévennes;
200039857;CA du Pays de Grasse;CA du Pays de Grasse;EPCI;100328;7;762822;5407450.413;CA du Pays de Grasse;
200039865;Metz Métropole;Metz Métropole;EPCI;228038;7;684197;6294376.253;Metz Métropole;
200039907;CC du Sud Messin;CC du Sud Messin;EPCI;16685;4;696118;6269487.668;CC du Sud Messin;
200039915;CA Cannes Pays de Lérins;CA Cannes Pays de Lérins;EPCI;157873;7;771421;5388163.678;CA Cannes Pays de Lérins;
200039931;CC Alpes d'Azur;CC Alpes d'Azur;EPCI;9749;3;760849;5490803.13;CC Alpes d'Azur;
200039949;CC Rives de Moselle;CC Rives de Moselle;EPCI;52774;5;687048;6314758.231;CC Rives de Moselle;
200040038;CC Saône Doubs Bresse;CC Saône Doubs Bresse;EPCI;12136;4;557969;5924301.807;CC Saône Doubs Bresse;
200040095;CC Isle Vern Salembre en Périgord;CC Isle Vern Salembre en Périgord;EPCI;18812;4;43857;5642686.432;CC Isle Vern Salembre en Périgord;
200040111;CC Coeur de Chartreuse;CC Coeur de Chartreuse;EPCI;17067;4;638445;5681572.978;CC Coeur de Chartreuse;
200040137;CC des Lacs de Champagne;CC des Lacs de Champagne;EPCI;9195;3;492927;6193859.968;CC des Lacs de Champagne;
200040178;CC de l'Outre-Forêt;CC de l'Outre-Forêt;EPCI;16184;4;890232;6262150.435;CC de l'Outre-Forêt;
200040202;CC Provence Verdon;CC Provence Verdon;EPCI;22485;4;666544;5396445.922;CC Provence Verdon;
200040210;CC Lacs et Gorges du Verdon;CC Lacs et Gorges du Verdon;EPCI;9144;3;698720;5413339.379;CC Lacs et Gorges du Verdon;
200040244;CA du Bocage Bressuirais;CA du Bocage Bressuirais;EPCI;74029;5;-49667;5890135.156;CA du Bocage Bressuirais;
200040251;CC Bassée-Montois;CC Bassée-Montois;EPCI;23169;4;347772;6180367.791;CC Bassée-Montois;
200040277;CA Agglo du Pays de Dreux;CA Agglo du Pays de Dreux;EPCI;115145;7;166019;6228894.554;CA Agglo du Pays de Dreux;
200040293;CC du Clunisois;CC du Clunisois;EPCI;13926;4;515839;5842315.283;CC du Clunisois;
200040350;CC Bugey Sud;CC Bugey Sud;EPCI;34106;4;642637;5757357.967;CC Bugey Sud;
200040384;CC Isle Double Landais;CC Isle Double Landais;EPCI;12356;4;13477;5633975.823;CC Isle Double Landais;
200040392;CA Le Grand Périgueux;CA Le Grand Périgueux;EPCI;103583;7;74381;5632736.275;CA Le Grand Périgueux;
200040400;CC du Périgord Ribéracois;CC du Périgord Ribéracois;EPCI;19447;4;48750;5653354.924;CC du Périgord Ribéracois;
200040418;CC du Pays de Serres en Quercy;CC du Pays de Serres en Quercy;EPCI;8407;3;113218;5497222.329;CC du Pays de Serres en Quercy;
200040426;CC du Val de l'Oise;CC du Val de l'Oise;EPCI;15897;4;375441;6408024.562;CC du Val de l'Oise;
200040442;CA Luberon Monts de Vaucluse;CA Luberon Monts de Vaucluse;EPCI;54777;5;575529;5439400.783;CA Luberon Monts de Vaucluse;
200040459;CA Montélimar Agglomération;CA Montélimar Agglomération;EPCI;67708;5;537145;5557090.074;CA Montélimar Agglomération;
200040475;CC Loué-Brûlon-Noyen;CC Loué-Brûlon-Noyen;EPCI;18095;4;-30221;6092958.731;CC Loué-Brûlon-Noyen;
200040491;CC Porte de Dromardèche;CC Porte de Dromardèche;EPCI;47646;4;533939;5647217.772;CC Porte de Dromardèche;
200040509;CC du Crestois et de Pays SCD;CC du Crestois et de Pays de Saillans Coeur de Drôme;EPCI;15961;4;570375;5576610.805;CC du Crestois et de Pays de Saillans Coeur de Drôme;
200040558;CC Ecueillé-Valençay;CC Ecueillé-Valençay;EPCI;10968;4;160540;5949831.729;CC Ecueillé-Valençay;
200040566;CA de l'Ouest Rhodanien;CA de l'Ouest Rhodanien;EPCI;50651;5;496471;5768394.256;CA de l'Ouest Rhodanien;
200040574;CC Beaujolais Pierres Dorées;CC Beaujolais Pierres Dorées;EPCI;54358;5;519618;5759144.95;CC Beaujolais Pierres Dorées;
200040590;CA Villefranche Beaujolais S.;CA Villefranche Beaujolais Saône;EPCI;72707;5;513168;5778335.738;CA Villefranche Beaujolais Saône;
200040624;CC Pays d'Apt-Luberon;CC Pays d'Apt-Luberon;EPCI;28939;4;598291;5437873.979;CC Pays d'Apt-Luberon;
200040657;CC de la Matheysine;CC de la Matheysine;EPCI;18902;4;642957;5620111.045;CC de la Matheysine;
200040681;CC Enclave des Papes-Pays de G.;CC Enclave des Papes-Pays de Grignan;EPCI;22780;4;549917;5538515.163;CC Enclave des Papes-Pays de Grignan;
200040715;Grenoble-Alpes-Métropole;Grenoble-Alpes-Métropole;EPCI;448457;7;631642;5628316.727;Grenoble-Alpes-Métropole;
200040764;CC du Sud Corse;CC du Sud Corse;EPCI;20708;4;1037358;5111056.039;CC du Sud Corse;
200040772;CC du Perche et Haut Vendômois;CC du Perche et Haut Vendômois;EPCI;9183;3;126434;6090924.963;CC du Perche et Haut Vendômois;
200040798;CC Val Vanoise;CC Val Vanoise;EPCI;9090;3;734561;5695275.179;CC Val Vanoise;
200040814;CC Briance Sud Haute Vienne;CC Briance Sud Haute Vienne;EPCI;9138;3;162640;5725982.038;CC Briance Sud Haute Vienne;
200040830;CC du Pays de Fénelon;CC du Pays de Fénelon;EPCI;9654;3;145667;5604501.882;CC du Pays de Fénelon;
200040889;CC de Portes Sud Périgord;CC de Portes Sud Périgord;EPCI;8448;3;67079;5589655.941;CC de Portes Sud Périgord;
200040905;CC Carmausin-Ségala;CC Carmausin-Ségala;EPCI;29863;4;256676;5472675.174;CC Carmausin-Ségala;
200040947;CC de Flandre Intérieure;CC de Flandre Intérieure;EPCI;102688;7;277631;6585232.524;CC de Flandre Intérieure;
200040954;CC des Hauts de Flandre;CC des Hauts de Flandre;EPCI;53616;5;281601;6600295.258;CC des Hauts de Flandre;
200041010;CC Coeur de Savoie;CC Coeur de Savoie;EPCI;37495;4;691231;5701808.625;CC Coeur de Savoie;
200041051;CC Vallée de la Dordogne et FB;CC Vallée de la Dordogne et Forêt Bessède;EPCI;8942;3;119605;5591507.408;CC Vallée de la Dordogne et Forêt Bessède;
200041150;CC du T. en Périgord Noir T.H.;CC du Terrassonnais en Périgord Noir Thenon Hautefort;EPCI;22134;4;155626;5639806.619;CC du Terrassonnais en Périgord Noir Thenon Hautefort;
200041168;CC de la Vallée de l'Homme;CC de la Vallée de l'Homme;EPCI;15725;4;139281;5630991.738;CC de la Vallée de l'Homme;
200041283;CC de la Plaine du Rhin;CC de la Plaine du Rhin;EPCI;18430;4;911395;6268792.544;CC de la Plaine du Rhin;
200041317;CA du Niortais;CA du Niortais;EPCI;121754;7;-46445;5811594.852;CA du Niortais;
200041325;CC du Pays Rhénan;CC du Pays Rhénan;EPCI;36926;4;892494;6240076.829;CC du Pays Rhénan;
200041333;CC de Parthenay-Gâtine;CC de Parthenay-Gâtine;EPCI;37038;4;-8790;5884766.881;CC de Parthenay-Gâtine;
200041366;CC Rhône Crussol;CC Rhône Crussol;EPCI;34193;4;538075;5600619.756;CC Rhône Crussol;
200041416;CC Airvaudais-Val du Thouet;CC Airvaudais-Val du Thouet;EPCI;6880;3;-17070;5914099.012;CC Airvaudais-Val du Thouet;
200041440;CC de Domme-V. du P.;CC de Domme- Villefranche du Périgord;EPCI;8487;3;143961;5591625.747;CC de Domme- Villefranche du Périgord;
200041465;CC Val Eyrieux;CC Val Eyrieux;EPCI;12396;4;491263;5622377.365;CC Val Eyrieux;
200041499;CC Aunis Atlantique;CC Aunis Atlantique;EPCI;31184;4;-80020;5814894.77;CC Aunis Atlantique;
200041507;CA La Riviéra du Levant;CA La Riviéra du Levant;EPCI;64939;5;-491310;5163816.693;CA La Riviéra du Levant;
200041515;CC du Bassin de Pont-à-Mousson;CC du Bassin de Pont-à-Mousson;EPCI;40343;4;667352;6265187.568;CC du Bassin de Pont-à-Mousson;
200041523;CC de la Haute Saintonge;CC de la Haute Saintonge;EPCI;68390;5;-79944;5682554.188;CC de la Haute Saintonge;
200041556;CC Portes de la Creuse en M.;CC Portes de la Creuse en Marche;EPCI;6597;3;221959;5835772.641;CC Portes de la Creuse en Marche;
200041572;CC Dronne et Belle;CC Dronne et Belle;EPCI;11270;4;71880;5679055.858;CC Dronne et Belle;
200041614;CC Aunis Sud;CC Aunis Sud;EPCI;32567;4;-95432;5791498.194;CC Aunis Sud;
200041622;CC Ardennes Thiérache;CC Ardennes Thiérache;EPCI;9630;3;485465;6423177.136;CC Ardennes Thiérache;
200041630;CA Ardenne Métropole;CA Ardenne Métropole;EPCI;121184;7;552560;6392678.321;CA Ardenne Métropole;
200041689;CC Vals de Saintonge;CC Vals de Saintonge Communauté;EPCI;51994;5;-66970;5767747.856;CC Vals de Saintonge Communauté;
200041721;CC de la Haute Comté;CC de la Haute Comté;EPCI;17140;4;687059;6089451.599;CC de la Haute Comté;
200041762;CA Rochefort Océan;CA Rochefort Océan;EPCI;63968;5;-120041;5771424.044;CA Rochefort Océan;
