INSEE;NOM;NOM_COUV;COM/EPCI;POP;STRATE;X;Y;NOM2;CP
57318;Hermelange;Hermelange;COM;216;0;781043;6221131.791;Hermelange (57790);57790
57319;Herny;Herny;COM;526;1;721416;6275557.161;Herny (57580);57580
57320;Hertzing;Hertzing;COM;182;0;774140;6222699.14;Hertzing (57830);57830
57321;Hesse;Hesse;COM;559;1;784983;6222072.305;Hesse (57400);57400
57322;Hestroff;Hestroff;COM;474;0;715836;6319707.259;Hestroff (57320);57320
57323;Hettange-Grande;Hettange-Grande;COM;7753;3;684897;6345922.109;Hettange-Grande (57330);57330
57324;Hilbesheim;Hilbesheim;COM;615;1;790430;6237649.604;Hilbesheim (57400);57400
57325;Hilsprich;Hilsprich;COM;825;1;769296;6275847.918;Hilsprich (57510);57510
57326;Hinckange;Hinckange;COM;336;0;717837;6306835.512;Hinckange (57220);57220
57328;Holacourt;Holacourt;COM;90;0;724595;6270935.255;Holacourt (57380);57380
57329;Holling;Holling;COM;430;0;723571;6318596.071;Holling (57220);57220
57330;Holving;Holving;COM;1280;2;775579;6277142.125;Holving (57510);57510
57331;Hombourg-Budange;Hombourg-Budange;COM;553;1;707544;6323826.066;Hombourg-Budange (57920);57920
57332;Hombourg-Haut;Hombourg-Haut;COM;6275;3;753988;6296606.975;Hombourg-Haut (57470);57470
57333;Hommarting;Hommarting;COM;827;1;795315;6230644.127;Hommarting (57405);57405
57334;Hommert;Hommert;COM;319;0;799030;6220233.861;Hommert (57870);57870
57335;Honskirch;Honskirch;COM;218;0;775101;6264722.561;Honskirch (57670);57670
57336;L'Hôpital;L'Hôpital;COM;5205;3;749532;6301726.948;L'Hôpital (57490);57490
57337;Hoste;Hoste;COM;584;1;763952;6284804.806;Hoste (57510);57510
57338;Hottviller;Hottviller;COM;512;1;819111;6288078.448;Hottviller (57720);57720
57339;Hultehouse;Hultehouse;COM;366;0;808545;6227153.288;Hultehouse (57820);57820
57340;Hundling;Hundling;COM;1355;2;777577;6292138.075;Hundling (57990);57990
57341;Hunting;Hunting;COM;707;1;704515;6345430.956;Hunting (57480);57480
57342;Ibigny;Ibigny;COM;94;0;767910;6214932.743;Ibigny (57830);57830
57343;Illange;Illange;COM;1814;2;688098;6330931.099;Illange (57970);57970
57344;Imling;Imling;COM;737;1;781262;6226056.192;Imling (57400);57400
57345;Inglange;Inglange;COM;412;0;701406;6333634.407;Inglange (57970);57970
57346;Insming;Insming;COM;593;1;766565;6267191.051;Insming (57670);57670
57347;Insviller;Insviller;COM;173;0;769145;6256262.464;Insviller (57670);57670
57348;Ippling;Ippling;COM;797;1;779701;6292867.576;Ippling (57990);57990
57349;Jallaucourt;Jallaucourt;COM;148;0;711875;6246910.345;Jallaucourt (57590);57590
57350;Jouy-aux-Arches;Jouy-aux-Arches;COM;1424;2;677426;6285631.507;Jouy-aux-Arches (57130);57130
57351;Jury;Jury;COM;1317;2;696466;6287220.765;Jury (57245);57245
57352;Jussy;Jussy;COM;446;0;676332;6292204.179;Jussy (57130);57130
57353;Juvelize;Juvelize;COM;72;0;741037;6235449.391;Juvelize (57630);57630
57354;Juville;Juville;COM;121;0;707810;6263104.235;Juville (57590);57590
57355;Kalhausen;Kalhausen;COM;799;1;795295;6278922.72;Kalhausen (57412);57412
57356;Kanfen;Kanfen;COM;1210;2;680692;6348961.175;Kanfen (57330);57330
57357;Kappelkinger;Kappelkinger;COM;407;0;769178;6270715.942;Kappelkinger (57430);57430
57358;Kédange-sur-Canner;Kédange-sur-Canner;COM;1080;2;706191;6327809.272;Kédange-sur-Canner (57920);57920
57359;Kemplich;Kemplich;COM;172;0;711981;6330172.492;Kemplich (57920);57920
57360;Kerbach;Kerbach;COM;1207;2;776266;6302510.374;Kerbach (57460);57460
57361;Kerling-lès-Sierck;Kerling-lès-Sierck;COM;610;1;709398;6341477.359;Kerling-lès-Sierck (57480);57480
57362;Kerprich-aux-Bois;Kerprich-aux-Bois;COM;182;0;774800;6230279.681;Kerprich-aux-Bois (57830);57830
57364;Kirsch-lès-Sierck;Kirsch-lès-Sierck;COM;314;0;713566;6349385.944;Kirsch-lès-Sierck (57480);57480
57365;Kirschnaumen;Kirschnaumen;COM;471;0;716267;6343631.558;Kirschnaumen (57480);57480
57366;Kirviller;Kirviller;COM;139;0;777140;6267756.189;Kirviller (57430);57430
57367;Klang;Klang;COM;218;0;709247;6329131.971;Klang (57920);57920
57368;Knutange;Knutange;COM;3197;3;671560;6332205.231;Knutange (57240);57240
57370;Kœnigsmacker;Kœnigsmacker;COM;2278;2;699807;6340935.933;Kœnigsmacker (57970);57970
57371;Haute-Kontz;Haute-Kontz;COM;586;1;703251;6352432.636;Haute-Kontz (57480);57480
57372;Kuntzig;Kuntzig;COM;1360;2;694218;6334086.742;Kuntzig (57970);57970
57373;Lachambre;Lachambre;COM;926;1;751846;6288299.086;Lachambre (57730);57730
57374;Lafrimbolle;Lafrimbolle;COM;198;0;781858;6207787.03;Lafrimbolle (57560);57560
57375;Lagarde;Lagarde;COM;185;0;747333;6221964.693;Lagarde (57810);57810
57376;Lambach;Lambach;COM;492;0;819932;6279951.872;Lambach (57410);57410
57377;Landange;Landange;COM;247;0;774721;6218888.806;Landange (57830);57830
57379;Landroff;Landroff;COM;272;0;736629;6268926.074;Landroff (57340);57340
57380;Laneuveville-lès-Lorquin;Laneuveville-lès-Lorquin;COM;106;0;779933;6215942.113;Laneuveville-lès-Lorquin (57790);57790
57381;Laneuveville-en-Saulnois;Laneuveville-en-Saulnois;COM;286;0;717427;6252240.489;Laneuveville-en-Saulnois (57590);57590
57382;Langatte;Langatte;COM;581;1;774719;6234612.114;Langatte (57400);57400
57383;Languimberg;Languimberg;COM;160;0;765612;6229186.849;Languimberg (57810);57810
57384;Laning;Laning;COM;623;1;753798;6279771.864;Laning (57660);57660
57385;Laquenexy;Laquenexy;COM;1258;2;702901;6288413.285;Laquenexy (57530);57530
57386;Laudrefang;Laudrefang;COM;346;0;739447;6288954.993;Laudrefang (57385);57385
57387;Laumesfeld;Laumesfeld;COM;293;0;717108;6337646.333;Laumesfeld (57480);57480
57388;Launstroff;Launstroff;COM;258;0;723650;6348959.796;Launstroff (57480);57480
57389;Lelling;Lelling;COM;465;0;746987;6281974.384;Lelling (57660);57660
57390;Lemberg;Lemberg;COM;1420;2;821881;6276579.103;Lemberg (57620);57620
57391;Lemoncourt;Lemoncourt;COM;63;0;711046;6251687.753;Lemoncourt (57590);57590
57392;Lemud;Lemud;COM;539;1;708394;6280535.528;Lemud (57580);57580
57393;Lengelsheim;Lengelsheim;COM;196;0;824696;6292786.46;Lengelsheim (57720);57720
57394;Léning;Léning;COM;346;0;759060;6267734.26;Léning (57670);57670
57395;Lesse;Lesse;COM;204;0;725391;6266636.125;Lesse (57580);57580
57396;Lessy;Lessy;COM;736;1;678977;6296277.264;Lessy (57160);57160
57397;Ley;Ley;COM;102;0;740811;6230306.131;Ley (57810);57810
57398;Leyviller;Leyviller;COM;506;1;761602;6279903.679;Leyviller (57660);57660
57399;Lezey;Lezey;COM;91;0;737221;6233693.489;Lezey (57630);57630
57401;Lidrezing;Lidrezing;COM;84;0;747406;6254860.716;Lidrezing (57340);57340
57402;Liederschiedt;Liederschiedt;COM;119;0;834515;6295540.313;Liederschiedt (57230);57230
57403;Liéhon;Liéhon;COM;129;0;696916;6273797.329;Liéhon (57420);57420
57404;Lindre-Basse;Lindre-Basse;COM;210;0;751287;6241011.907;Lindre-Basse (57260);57260
57405;Lindre-Haute;Lindre-Haute;COM;54;0;752057;6244299.382;Lindre-Haute (57260);57260
57406;Liocourt;Liocourt;COM;141;0;705888;6259842.389;Liocourt (57590);57590
57407;Lixheim;Lixheim;COM;589;1;795395;6238984.131;Lixheim (57635);57635
57408;Lixing-lès-Rouhling;Lixing-lès-Rouhling;COM;847;1;778221;6300593.077;Lixing-lès-Rouhling (57520);57520
57409;Lixing-lès-Saint-Avold;Lixing-lès-Saint-Avold;COM;670;1;750417;6280719.418;Lixing-lès-Saint-Avold (57660);57660
57410;Lhor;Lhor;COM;140;0;764832;6255675.375;Lhor (57670);57670
57411;Lommerange;Lommerange;COM;350;0;664552;6330831.202;Lommerange (57650);57650
57412;Longeville-lès-Metz;Longeville-lès-Metz;COM;3926;3;684197;6294376.253;Longeville-lès-Metz (57050);57050
57413;Longeville-lès-Saint-Avold;Longeville-lès-Saint-Avold;COM;3627;3;740166;6295134.015;Longeville-lès-Saint-Avold (57740);57740
57414;Lorquin;Lorquin;COM;1144;2;779407;6218486.621;Lorquin (57790);57790
57415;Lorry-lès-Metz;Lorry-lès-Metz;COM;1737;2;680018;6299276.731;Lorry-lès-Metz (57050);57050
57416;Lorry-Mardigny;Lorry-Mardigny;COM;664;1;678530;6271935.409;Lorry-Mardigny (57420);57420
57417;Lostroff;Lostroff;COM;69;0;764143;6252032.558;Lostroff (57670);57670
57418;Loudrefing;Loudrefing;COM;323;0;767429;6249976.573;Loudrefing (57670);57670
57419;Loupershouse;Loupershouse;COM;902;1;769695;6288561.878;Loupershouse (57510);57510
57421;Loutzviller;Loutzviller;COM;154;0;822083;6299363.618;Loutzviller (57720);57720
57422;Louvigny;Louvigny;COM;883;1;688194;6268169.45;Louvigny (57420);57420
57423;Lubécourt;Lubécourt;COM;72;0;724696;6248396.466;Lubécourt (57170);57170
57424;Lucy;Lucy;COM;235;0;721086;6264795.627;Lucy (57590);57590
57425;Luppy;Luppy;COM;575;1;705884;6271655.272;Luppy (57580);57580
57426;Luttange;Luttange;COM;900;1;701043;6321383.431;Luttange (57935);57935
57427;Lutzelbourg;Lutzelbourg;COM;565;1;808128;6230019.876;Lutzelbourg (57820);57820
57428;Macheren;Macheren;COM;2778;3;753522;6290927.166;Macheren (57730);57730
57430;Mainvillers;Mainvillers;COM;327;0;728368;6278397.263;Mainvillers (57380);57380
57431;Maizeroy;Maizeroy;COM;409;0;711246;6289615.589;Maizeroy (57530);57530
57433;Maizières-lès-Metz;Maizières-lès-Metz;COM;11776;4;685316;6310348.017;Maizières-lès-Metz (57280);57280
57434;Maizières-lès-Vic;Maizières-lès-Vic;COM;482;0;755216;6225771.809;Maizières-lès-Vic (57810);57810
57436;Malaucourt-sur-Seille;Malaucourt-sur-Seille;COM;129;0;707754;6248288.406;Malaucourt-sur-Seille (57590);57590
57437;Malling;Malling;COM;647;1;701983;6345640.981;Malling (57480);57480
57438;Malroy;Malroy;COM;350;0;692056;6304386.911;Malroy (57640);57640
57439;Manderen-Ritzing;Manderen-Ritzing;COM;602;1;718624;6350924.089;Manderen-Ritzing (57480);57480
57440;Manhoué;Manhoué;COM;141;0;705985;6245457.03;Manhoué (57590);57590
57441;Manom;Manom;COM;2947;3;687319;6339690.99;Manom (57100);57100
57442;Many;Many;COM;238;0;726609;6275038.847;Many (57380);57380
57443;Marange-Silvange;Marange-Silvange;COM;6446;3;680504;6311596.631;Marange-Silvange (57535);57535
57444;Marange-Zondrange;Marange-Zondrange;COM;358;0;726750;6294689.898;Marange-Zondrange (57690);57690
57445;Marieulles;Marieulles;COM;700;1;680262;6275805.612;Marieulles (57420);57420
57446;Marimont-lès-Bénestroff;Marimont-lès-Bénestroff;COM;45;0;755747;6256196.791;Marimont-lès-Bénestroff (57670);57670
57447;Marly;Marly;COM;9961;3;684899;6286035.885;Marly (57155);57155
57448;Marsal;Marsal;COM;245;0;736414;6238004.875;Marsal (57630);57630
57449;Marsilly;Marsilly;COM;594;1;702126;6291068.973;Marsilly (57530);57530
57451;Marthille;Marthille;COM;168;0;730199;6263026.981;Marthille (57340);57340
57452;La Maxe;La Maxe;COM;1034;2;689317;6302403.103;La Maxe (57140);57140
57453;Maxstadt;Maxstadt;COM;297;0;757357;6282751.989;Maxstadt (57660);57660
57454;Mécleuves;Mécleuves;COM;1187;2;698901;6283535.191;Mécleuves (57245);57245
57455;Mégange;Mégange;COM;143;0;716537;6312867.24;Mégange (57220);57220
57456;Meisenthal;Meisenthal;COM;662;1;817726;6269967.875;Meisenthal (57960);57960
57457;Menskirch;Menskirch;COM;137;0;715697;6329426.726;Menskirch (57320);57320
57459;Merschweiller;Merschweiller;COM;289;0;714283;6353452.259;Merschweiller (57480);57480
57460;Merten;Merten;COM;1471;2;741867;6316793.53;Merten (57550);57550
57461;Métairies-Saint-Quirin;Métairies-Saint-Quirin;COM;276;0;783475;6214003.182;Métairies-Saint-Quirin (57560);57560
57462;Metting;Metting;COM;431;0;802107;6242983.489;Metting (57370);57370
57463;Metz;Metz;COM;120211;7;689734;6293241.396;Metz (57000);57000
57464;Metzeresche;Metzeresche;COM;978;1;702033;6325116.815;Metzeresche (57920);57920
57465;Metzervisse;Metzervisse;COM;2268;2;699982;6328821.396;Metzervisse (57940);57940
57466;Metzing;Metzing;COM;665;1;774925;6291658.323;Metzing (57980);57980
57467;Mey;Mey;COM;308;0;694659;6298093.508;Mey (57070);57070
57468;Mittelbronn;Mittelbronn;COM;673;1;804437;6235117.081;Mittelbronn (57370);57370
57469;Mittersheim;Mittersheim;COM;595;1;773036;6250491.342;Mittersheim (57930);57930
57470;Molring;Molring;COM;4;0;759576;6256163.444;Molring (57670);57670
57471;Momerstroff;Momerstroff;COM;297;0;727248;6301236.712;Momerstroff (57220);57220
57472;Moncheux;Moncheux;COM;147;0;705415;6265942.931;Moncheux (57420);57420
57473;Moncourt;Moncourt;COM;65;0;739251;6227041.438;Moncourt (57810);57810
57474;Mondelange;Mondelange;COM;5701;3;687142;6319588.85;Mondelange (57300);57300
57475;Mondorff;Mondorff;COM;527;1;696422;6360553.894;Mondorff (57570);57570
57476;Monneren;Monneren;COM;407;0;713767;6334291.576;Monneren (57920);57920
57477;Montbronn;Montbronn;COM;1597;2;813397;6274482.427;Montbronn (57415);57415
57478;Montdidier;Montdidier;COM;86;0;758642;6263483.425;Montdidier (57670);57670
57479;Montenach;Montenach;COM;479;0;710904;6345493.329;Montenach (57480);57480
57480;Montigny-lès-Metz;Montigny-lès-Metz;COM;21788;4;685141;6291027.631;Montigny-lès-Metz (57950);57950
57481;Montois-la-Montagne;Montois-la-Montagne;COM;2730;3;671016;6312472.635;Montois-la-Montagne (57860);57860
57482;Ogy-Montoy-Flanville;Ogy-Montoy-Flanville;COM;1777;2;701181;6294666.908;Ogy-Montoy-Flanville (57530);57530
57483;Morhange;Morhange;COM;3390;3;739457;6262637.218;Morhange (57340);57340
57484;Morsbach;Morsbach;COM;2675;3;764480;6303369.67;Morsbach (57600);57600
57485;Morville-lès-Vic;Morville-lès-Vic;COM;124;0;728816;6243663.739;Morville-lès-Vic (57170);57170
57486;Morville-sur-Nied;Morville-sur-Nied;COM;116;0;715658;6266219.597;Morville-sur-Nied (57590);57590
57487;Moulins-lès-Metz;Moulins-lès-Metz;COM;5021;3;681074;6290573.215;Moulins-lès-Metz (57160);57160
57488;Moussey;Moussey;COM;561;1;754672;6219396.618;Moussey (57770);57770
57489;Mouterhouse;Mouterhouse;COM;288;0;827996;6273212.86;Mouterhouse (57620);57620
57490;Moyenvic;Moyenvic;COM;341;0;731316;6238047.93;Moyenvic (57630);57630
57491;Moyeuvre-Grande;Moyeuvre-Grande;COM;7349;3;672022;6318106.723;Moyeuvre-Grande (57250);57250
57492;Moyeuvre-Petite;Moyeuvre-Petite;COM;448;0;670177;6322407.572;Moyeuvre-Petite (57250);57250
57493;Mulcey;Mulcey;COM;211;0;741839;6242368.876;Mulcey (57260);57260
57494;Munster;Munster;COM;236;0;767359;6259348.064;Munster (57670);57670
57495;Narbéfontaine;Narbéfontaine;COM;115;0;728783;6298124.976;Narbéfontaine (57220);57220
57496;Nébing;Nébing;COM;334;0;758578;6259437.626;Nébing (57670);57670
57497;Nelling;Nelling;COM;262;0;764132;6269710.099;Nelling (57670);57670
57498;Neufchef;Neufchef;COM;2593;3;669446;6328912.141;Neufchef (57700);57700
57499;Neufgrange;Neufgrange;COM;1357;2;786633;6287436.344;Neufgrange (57910);57910
57500;Neufmoulins;Neufmoulins;COM;43;0;776114;6220755.584;Neufmoulins (57830);57830
57501;Neufvillage;Neufvillage;COM;40;0;754641;6263716.469;Neufvillage (57670);57670
57502;Neunkirchen-lès-Bouzonville;Neunkirchen-lès-Bouzonville;COM;331;0;730380;6334420.404;Neunkirchen-lès-Bouzonville (57320);57320
57504;Niderhoff;Niderhoff;COM;278;0;780135;6211933.205;Niderhoff (57560);57560
57505;Niderviller;Niderviller;COM;1192;2;792336;6225848.725;Niderviller (57565);57565
57506;Niederstinzel;Niederstinzel;COM;247;0;780768;6253131.861;Niederstinzel (57930);57930
57507;Niedervisse;Niedervisse;COM;271;0;730754;6302425.376;Niedervisse (57220);57220
57508;Nilvange;Nilvange;COM;4430;3;673623;6333443.373;Nilvange (57240);57240
57509;Nitting;Nitting;COM;487;0;784689;6217626.597;Nitting (57790);57790
57510;Noisseville;Noisseville;COM;1108;2;698104;6297473.268;Noisseville (57645);57645
57511;Norroy-le-Veneur;Norroy-le-Veneur;COM;1019;2;680362;6305492.197;Norroy-le-Veneur (57140);57140
57512;Nouilly;Nouilly;COM;712;1;696436;6297747.818;Nouilly (57645);57645
57513;Nousseviller-lès-Bitche;Nousseviller-lès-Bitche;COM;154;0;820806;6291852.161;Nousseviller-lès-Bitche (57720);57720
57514;Nousseviller-Saint-Nabor;Nousseviller-Saint-Nabor;COM;1186;2;776005;6296712.826;Nousseviller-Saint-Nabor (57990);57990
57515;Novéant-sur-Moselle;Novéant-sur-Moselle;COM;1836;2;672216;6280268.667;Novéant-sur-Moselle (57680);57680
57516;Oberdorff;Oberdorff;COM;339;0;732693;6321441.399;Oberdorff (57320);57320
57517;Obergailbach;Obergailbach;COM;279;0;804095;6294167.42;Obergailbach (57720);57720
57518;Oberstinzel;Oberstinzel;COM;327;0;783254;6239532.503;Oberstinzel (57930);57930
57519;Obervisse;Obervisse;COM;160;0;732334;6300533.555;Obervisse (57220);57220
57520;Obreck;Obreck;COM;32;0;734664;6249736.165;Obreck (57170);57170
57521;Œting;Œting;COM;2711;3;769182;6304020.385;Œting (57600);57600
57524;Ommeray;Ommeray;COM;129;0;744414;6227196.486;Ommeray (57810);57810
57525;Oriocourt;Oriocourt;COM;55;0;713858;6250886.037;Oriocourt (57590);57590
57526;Ormersviller;Ormersviller;COM;378;0;816539;6297635.943;Ormersviller (57720);57720
57527;Orny;Orny;COM;357;0;695611;6280005.139;Orny (57420);57420
57528;Oron;Oron;COM;105;0;721931;6258147.668;Oron (57590);57590
57529;Ottange;Ottange;COM;3127;3;668638;6349431.22;Ottange (57840);57840
57530;Ottonville;Ottonville;COM;438;0;726053;6311555.05;Ottonville (57220);57220
57531;Oudrenne;Oudrenne;COM;742;1;706678;6337962.285;Oudrenne (57970);57970
57532;Pagny-lès-Goin;Pagny-lès-Goin;COM;230;0;692387;6269266.297;Pagny-lès-Goin (57420);57420
57533;Pange;Pange;COM;876;1;707454;6288677.534;Pange (57530);57530
57534;Peltre;Peltre;COM;1830;2;692846;6287118.621;Peltre (57245);57245
57535;Petit-Réderching;Petit-Réderching;COM;1426;2;814463;6284155.908;Petit-Réderching (57410);57410
57536;Petit-Tenquin;Petit-Tenquin;COM;219;0;764597;6272897.249;Petit-Tenquin (57660);57660
57537;Petite-Rosselle;Petite-Rosselle;COM;6257;3;763573;6310634.178;Petite-Rosselle (57540);57540
57538;Pettoncourt;Pettoncourt;COM;296;0;713571;6238963.212;Pettoncourt (57170);57170
57539;Pévange;Pévange;COM;45;0;737204;6259365.25;Pévange (57340);57340
57540;Phalsbourg;Phalsbourg;COM;4700;3;808566;6235384.021;Phalsbourg (57370);57370
57541;Philippsbourg;Philippsbourg;COM;600;1;842247;6275389.936;Philippsbourg (57230);57230
57542;Piblange;Piblange;COM;973;1;713755;6316696.963;Piblange (57220);57220
57543;Pierrevillers;Pierrevillers;COM;1495;2;678508;6313129.02;Pierrevillers (57120);57120
57544;Plaine-de-Walsch;Plaine-de-Walsch;COM;610;1;795622;6222467.006;Plaine-de-Walsch (57870);57870
57545;Plappeville;Plappeville;COM;2032;2;681737;6297192.271;Plappeville (57050);57050
57546;Plesnois;Plesnois;COM;803;1;680317;6303982.12;Plesnois (57140);57140
57547;Pommérieux;Pommérieux;COM;709;1;688276;6273999.786;Pommérieux (57420);57420
57548;Pontoy;Pontoy;COM;581;1;700651;6277616.219;Pontoy (57420);57420
57549;Pontpierre;Pontpierre;COM;743;1;738866;6283134.204;Pontpierre (57380);57380
57550;Porcelette;Porcelette;COM;2473;2;741954;6302074.968;Porcelette (57890);57890
57551;Postroff;Postroff;COM;208;0;787701;6250282.757;Postroff (57930);57930
57552;Pouilly;Pouilly;COM;727;1;689519;6284221.117;Pouilly (57420);57420
57553;Pournoy-la-Chétive;Pournoy-la-Chétive;COM;624;1;685034;6278137.327;Pournoy-la-Chétive (57420);57420
57554;Pournoy-la-Grasse;Pournoy-la-Grasse;COM;710;1;690762;6277413.892;Pournoy-la-Grasse (57420);57420
57555;Prévocourt;Prévocourt;COM;112;0;716279;6262512.276;Prévocourt (57590);57590
57556;Puttelange-aux-Lacs;Puttelange-aux-Lacs;COM;3081;3;770227;6283996.857;Puttelange-aux-Lacs (57510);57510
57557;Puttelange-lès-Thionville;Puttelange-lès-Thionville;COM;1016;2;696490;6357800.187;Puttelange-lès-Thionville (57570);57570
57558;Puttigny;Puttigny;COM;77;0;729010;6248444.369;Puttigny (57170);57170
57559;Puzieux;Puzieux;COM;170;0;708281;6256297.531;Puzieux (57590);57590
57560;Racrange;Racrange;COM;621;1;743403;6262102.753;Racrange (57340);57340
57561;Rahling;Rahling;COM;722;1;805852;6274275.694;Rahling (57410);57410
57562;Ranguevaux;Ranguevaux;COM;865;1;674058;6325162.322;Ranguevaux (57700);57700
57563;Raville;Raville;COM;250;0;721106;6290215.321;Raville (57530);57530
57564;Réchicourt-le-Château;Réchicourt-le-Château;COM;564;1;761726;6220454.877;Réchicourt-le-Château (57810);57810
57565;Rédange;Rédange;COM;996;1;658711;6358772.124;Rédange (57390);57390
57566;Réding;Réding;COM;2349;2;790826;6232454.25;Réding (57445);57445
57567;Rémelfang;Rémelfang;COM;146;0;725065;6320451.789;Rémelfang (57320);57320
57568;Rémelfing;Rémelfing;COM;1367;2;788732;6290039.637;Rémelfing (57200);57200
57569;Rémeling;Rémeling;COM;320;0;721596;6345234.036;Rémeling (57480);57480
57570;Rémering;Rémering;COM;416;0;737881;6319025.287;Rémering (57550);57550
57571;Rémering-lès-Puttelange;Rémering-lès-Puttelange;COM;1040;2;771545;6280425.939;Rémering-lès-Puttelange (57510);57510
57572;Rémilly;Rémilly;COM;2009;2;711227;6276030.833;Rémilly (57580);57580
57573;Réning;Réning;COM;134;0;761699;6266256.062;Réning (57670);57670
57574;Basse-Rentgen;Basse-Rentgen;COM;522;1;690530;6358443.475;Basse-Rentgen (57570);57570
57575;Retonfey;Retonfey;COM;1344;2;703100;6297561.4;Retonfey (57645);57645
57576;Rettel;Rettel;COM;796;1;705425;6348959.77;Rettel (57480);57480
57577;Reyersviller;Reyersviller;COM;371;0;823306;6281472.722;Reyersviller (57230);57230
57578;Rezonville-Vionville;Rezonville-Vionville;COM;494;0;664397;6290189.685;Rezonville-Vionville (57130);57130
57579;Rhodes;Rhodes;COM;128;0;768841;6233524.111;Rhodes (57810);57810
57580;Riche;Riche;COM;187;0;738361;6256077.06;Riche (57340);57340
57581;Richeling;Richeling;COM;351;0;776390;6280500.916;Richeling (57510);57510
57582;Richemont;Richemont;COM;2090;2;686124;6323227.315;Richemont (57270);57270
57583;Richeval;Richeval;COM;129;0;769464;6212906.712;Richeval (57830);57830
57584;Rimling;Rimling;COM;656;1;808043;6290640.531;Rimling (57720);57720
57586;Rochonvillers;Rochonvillers;COM;186;0;671058;6344617.229;Rochonvillers (57840);57840
57587;Rodalbe;Rodalbe;COM;248;0;747383;6259717.328;Rodalbe (57340);57340
57588;Rodemack;Rodemack;COM;1292;2;695479;6353932.542;Rodemack (57570);57570
57589;Rohrbach-lès-Bitche;Rohrbach-lès-Bitche;COM;2305;2;810092;6281820.963;Rohrbach-lès-Bitche (57410);57410
57590;Rolbing;Rolbing;COM;259;0;826193;6304084.946;Rolbing (57720);57720
57591;Rombas;Rombas;COM;9864;3;677613;6316359.104;Rombas (57120);57120
57592;Romelfing;Romelfing;COM;344;0;780004;6246719.178;Romelfing (57930);57930
57593;Roncourt;Roncourt;COM;1029;2;673716;6308951.438;Roncourt (57860);57860
57594;Roppeviller;Roppeviller;COM;98;0;837333;6290168.205;Roppeviller (57230);57230
57595;Rorbach-lès-Dieuze;Rorbach-lès-Dieuze;COM;49;0;761444;6245802.107;Rorbach-lès-Dieuze (57260);57260
57596;Rosbruck;Rosbruck;COM;740;1;763122;6301927.455;Rosbruck (57800);57800
57597;Rosselange;Rosselange;COM;2567;3;674666;6320234.307;Rosselange (57780);57780
57598;Rouhling;Rouhling;COM;1995;2;779590;6297197.886;Rouhling (57520);57520
57599;Roupeldange;Roupeldange;COM;361;0;720522;6310126.884;Roupeldange (57220);57220
57600;Roussy-le-Village;Roussy-le-Village;COM;1443;2;687697;6353359.072;Roussy-le-Village (57330);57330
57601;Rozérieulles;Rozérieulles;COM;1322;2;673757;6295014.477;Rozérieulles (57160);57160
57602;Rurange-lès-Thionville;Rurange-lès-Thionville;COM;2399;2;694113;6320733.852;Rurange-lès-Thionville (57310);57310
57603;Russange;Russange;COM;1268;2;661983;6357847.043;Russange (57390);57390
57604;Rustroff;Rustroff;COM;630;1;709729;6350106.874;Rustroff (57480);57480
57605;Sailly-Achâtel;Sailly-Achâtel;COM;303;0;701582;6264929.61;Sailly-Achâtel (57420);57420
57606;Saint-Avold;Saint-Avold;COM;15171;4;747197;6296657.93;Saint-Avold (57500);57500
57607;Sainte-Barbe;Sainte-Barbe;COM;769;1;703333;6302584.448;Sainte-Barbe (57640);57640
57609;Saint-Epvre;Saint-Epvre;COM;173;0;716122;6269796.423;Saint-Epvre (57580);57580
57610;Saint-François-Lacroix;Saint-François-Lacroix;COM;311;0;717844;6333858.778;Saint-François-Lacroix (57320);57320
57611;Saint-Georges;Saint-Georges;COM;197;0;771052;6216985.564;Saint-Georges (57830);57830
57612;Saint-Hubert;Saint-Hubert;COM;237;0;708199;6314109.599;Saint-Hubert (57640);57640
57613;Saint-Jean-de-Bassel;Saint-Jean-de-Bassel;COM;344;0;774634;6242580.506;Saint-Jean-de-Bassel (57930);57930
57614;Saint-Jean-Kourtzerode;Saint-Jean-Kourtzerode;COM;703;1;800948;6233665.986;Saint-Jean-Kourtzerode (57370);57370
57615;Saint-Jean-Rohrbach;Saint-Jean-Rohrbach;COM;969;1;765765;6279337.324;Saint-Jean-Rohrbach (57510);57510
57616;Saint-Julien-lès-Metz;Saint-Julien-lès-Metz;COM;3467;3;691135;6298574.797;Saint-Julien-lès-Metz (57070);57070
57617;Saint-Jure;Saint-Jure;COM;283;0;693842;6265192.488;Saint-Jure (57420);57420
57618;Saint-Louis;Saint-Louis;COM;642;1;800896;6225918.645;Saint-Louis (57820);57820
57619;Saint-Louis-lès-Bitche;Saint-Louis-lès-Bitche;COM;467;0;818503;6273175.94;Saint-Louis-lès-Bitche (57620);57620
57620;Sainte-Marie-aux-Chênes;Sainte-Marie-aux-Chênes;COM;4463;3;668693;6307387.747;Sainte-Marie-aux-Chênes (57255);57255
57621;Saint-Médard;Saint-Médard;COM;109;0;738929;6243369.701;Saint-Médard (57260);57260
57622;Saint-Privat-la-Montagne;Saint-Privat-la-Montagne;COM;1897;2;672443;6306535.7;Saint-Privat-la-Montagne (57855);57855
57623;Saint-Quirin;Saint-Quirin;COM;705;1;791804;6204701.613;Saint-Quirin (57560);57560
57624;Sainte-Ruffine;Sainte-Ruffine;COM;570;1;678643;6292954.112;Sainte-Ruffine (57130);57130
